,channels,counts
0,-36.339411289999994,0.0
1,-35.531236289999995,0.0
2,-34.72306129,0.0
3,-33.91488629,0.0
4,-33.10671129,0.0
5,-32.298536289999994,0.0
6,-31.490361289999996,0.0
7,-30.682186289999997,0.0
8,-29.87401129,0.0
9,-29.065836289999996,0.0
10,-28.257661289999994,0.0
11,-27.449486289999996,0.0
12,-26.641311289999997,0.0
13,-25.83313629,0.0
14,-25.024961289999997,0.0
15,-24.216786289999995,0.0
16,-23.408611289999996,0.0
17,-22.600436289999998,0.0
18,-21.79226129,0.0
19,-20.984086289999997,0.0
20,-20.17591129,0.0
21,-19.367736289999996,0.0
22,-18.559561289999998,0.0
23,-17.751386289999996,0.0
24,-16.943211289999997,0.0
25,-16.13503629,0.0
26,-15.326861289999997,0.0
27,-14.518686289999998,0.0
28,-13.710511289999996,0.0
29,-12.902336289999997,0.0
30,-12.094161289999999,0.0
31,-11.285986289999997,0.0
32,-10.477811289999998,0.0
33,-9.669636289999996,0.0
34,-8.861461289999998,0.0
35,-8.053286289999999,0.0
36,-7.245111289999997,0.0
37,-6.4369362899999985,0.0
38,-5.628761289999996,0.0
39,-4.820586289999998,0.0
40,-4.012411289999996,0.0
41,-3.204236289999997,0.0
42,-2.3960612899999987,0.0
43,-1.5878862900000001,0.0
44,-0.7797112899999945,0.0
45,0.028463710000004028,0.0
46,0.8366387100000026,0.0
47,1.644813710000001,0.0
48,2.4529887099999996,0.0
49,3.2611637100000053,0.0
50,4.069338710000004,0.0
51,4.877513710000002,0.0
52,5.685688710000001,0.0
53,6.493863709999999,0.0
54,7.302038710000005,0.0
55,8.110213710000004,0.0
56,8.918388710000002,0.0
57,9.72656371,0.0
58,10.53473871,0.0
59,11.342913710000005,0.0
60,12.151088710000003,0.0
61,12.959263710000002,0.0
62,13.76743871,0.0
63,14.575613709999999,0.0
64,15.383788710000005,0.0
65,16.191963710000003,0.0
66,17.00013871,0.0
67,17.80831371,0.0
68,18.61648871,0.0
69,19.424663710000004,0.0
70,20.232838710000003,0.0
71,21.04101371,0.0
72,21.84918871,0.0
73,22.65736371,0.0
74,23.465538710000004,0.0
75,24.273713710000003,0.0
76,25.08188871,0.0
77,25.89006371,0.0
78,26.69823871,0.0
79,27.506413709999997,0.0
80,28.314588710000002,0.0
81,29.122763710000008,0.0
82,29.93093871,0.0
83,30.739113710000005,0.0
84,31.547288709999997,0.0
85,32.35546371,0.0
86,33.16363871000001,0.0
87,33.97181371,0.0
88,34.779988710000005,0.0
89,35.588163709999996,0.0
90,36.39633871,0.0
91,37.20451371000001,0.0
92,38.01268871,0.0
93,38.820863710000005,0.0
94,39.629038709999996,0.0
95,40.43721371,0.0
96,41.24538871000001,0.0
97,42.05356371,0.0
98,42.861738710000004,0.0
99,43.669913709999996,0.0
100,44.47808871,0.0
101,45.28626371000001,0.0
102,46.09443871,0.0
103,46.902613710000004,0.0
104,47.710788709999996,0.0
105,48.51896371,0.0
106,49.32713871000001,0.0
107,50.13531371,0.0
108,50.943488710000004,0.0
109,51.751663709999995,0.0
110,52.55983871,0.0
111,53.36801371000001,0.0
112,54.17618871,0.0
113,54.984363710000004,0.0
114,55.792538709999995,0.0
115,56.60071371,0.0
116,57.40888871000001,0.0
117,58.21706371,0.0
118,59.02523871,0.0
119,59.833413709999995,0.0
120,60.64158871,0.0
121,61.449763710000006,0.0
122,62.25793871,0.0
123,63.06611371,0.0
124,63.874288709999995,0.0
125,64.68246371000001,0.0
126,65.49063871000001,0.0
127,66.29881370999999,0.0
128,67.10698871,0.0
129,67.91516371,0.0
130,68.72333871000001,0.0
131,69.53151371000001,0.0
132,70.33968870999999,0.0
133,71.14786371,0.0
134,71.95603871,0.0
135,72.76421371,0.0
136,73.57238871000001,0.0
137,74.38056370999999,0.0
138,75.18873871,0.0
139,75.99691371,0.0
140,76.80508871,0.0
141,77.61326371000001,0.0
142,78.42143870999999,0.0
143,79.22961371,0.0
144,80.03778871,0.0
145,80.84596371,0.0
146,81.65413871000001,0.0
147,82.46231370999999,0.0
148,83.27048871,0.0
149,84.07866371,0.0
150,84.88683871,0.0
151,85.69501371000001,0.0
152,86.50318870999999,0.0
153,87.31136371,0.0
154,88.11953871,0.0
155,88.92771371,0.0
156,89.73588871000001,0.0
157,90.54406370999999,0.0
158,91.35223871,0.0
159,92.16041371,0.0
160,92.96858871,0.0
161,93.77676371000001,0.0
162,94.58493871000002,0.0
163,95.39311371,0.0
164,96.20128871,0.0
165,97.00946371,0.0
166,97.81763871000001,0.0
167,98.62581371000002,0.0
168,99.43398871,0.0
169,100.24216371,0.0
170,101.05033871,0.0
171,101.85851371000001,0.0
172,102.66668871000002,0.0
173,103.47486371,0.0
174,104.28303871,0.0
175,105.09121371,0.0
176,105.89938871000001,0.0
177,106.70756371000002,0.0
178,107.51573871,2.0
179,108.32391371,2.0
180,109.13208871,4.0
181,109.94026371000001,6.0
182,110.74843871000002,13.0
183,111.55661371,50.0
184,112.36478871,39.0
185,113.17296371,14.0
186,113.98113871000001,1.0
187,114.78931371000002,1.0
188,115.59748871,0.0
189,116.40566371,0.0
190,117.21383871,3.0
191,118.02201371000001,0.0
192,118.83018871000002,2.0
193,119.63836371,6.0
194,120.44653871,21.0
195,121.25471371,31.0
196,122.06288871000001,4.0
197,122.87106371000002,0.0
198,123.67923870999999,1.0
199,124.48741371,1.0
200,125.29558871,1.0
201,126.10376371000001,1.0
202,126.91193871000002,4.0
203,127.72011370999999,1.0
204,128.52828871,4.0
205,129.33646371,8.0
206,130.14463871,7.0
207,130.95281371000002,11.0
208,131.76098871,14.0
209,132.56916371,9.0
210,133.37733871,7.0
211,134.18551371,18.0
212,134.99368871000001,15.0
213,135.80186371,8.0
214,136.61003871,8.0
215,137.41821371,13.0
216,138.22638871,27.0
217,139.03456371000001,50.0
218,139.84273871,65.0
219,140.65091371,94.0
220,141.45908871,138.0
221,142.26726371,158.0
222,143.07543871000001,179.0
223,143.88361371,188.0
224,144.69178871,174.0
225,145.49996371,158.0
226,146.30813871,182.0
227,147.11631371000001,135.0
228,147.92448871,138.0
229,148.73266371,115.0
230,149.54083871,124.0
231,150.34901371,135.0
232,151.15718871,98.0
233,151.96536371,123.0
234,152.77353871,116.0
235,153.58171371,138.0
236,154.38988871,111.0
237,155.19806371,123.0
238,156.00623871,135.0
239,156.81441371,125.0
240,157.62258871,119.0
241,158.43076371,126.0
242,159.23893871,118.0
243,160.04711371,141.0
244,160.85528871,138.0
245,161.66346371,132.0
246,162.47163871,152.0
247,163.27981371,148.0
248,164.08798871,97.0
249,164.89616371,140.0
250,165.70433871,135.0
251,166.51251371,124.0
252,167.32068871,108.0
253,168.12886371,141.0
254,168.93703871,100.0
255,169.74521371,138.0
256,170.55338871,191.0
257,171.36156371,155.0
258,172.16973871000002,143.0
259,172.97791371,149.0
260,173.78608871,153.0
261,174.59426371,120.0
262,175.40243871,136.0
263,176.21061371000002,128.0
264,177.01878871,163.0
265,177.82696371,134.0
266,178.63513871,147.0
267,179.44331371,150.0
268,180.25148871000002,143.0
269,181.05966371,126.0
270,181.86783871,138.0
271,182.67601371,143.0
272,183.48418871,127.0
273,184.29236371000002,168.0
274,185.10053871,147.0
275,185.90871371,172.0
276,186.71688871,145.0
277,187.52506371,154.0
278,188.33323871000002,112.0
279,189.14141371,155.0
280,189.94958871,153.0
281,190.75776371,142.0
282,191.56593871,150.0
283,192.37411371000002,152.0
284,193.18228871,135.0
285,193.99046371,142.0
286,194.79863871,142.0
287,195.60681371,152.0
288,196.41498871000002,159.0
289,197.22316371,138.0
290,198.03133871,149.0
291,198.83951371,140.0
292,199.64768871,154.0
293,200.45586371000002,140.0
294,201.26403871,121.0
295,202.07221371,141.0
296,202.88038871,134.0
297,203.68856371,150.0
298,204.49673871000002,156.0
299,205.30491371,180.0
300,206.11308871,134.0
301,206.92126371,145.0
302,207.72943871,163.0
303,208.53761371000002,134.0
304,209.34578871,124.0
305,210.15396371,144.0
306,210.96213871,147.0
307,211.77031371,142.0
308,212.57848871000002,124.0
309,213.38666371,129.0
310,214.19483871,167.0
311,215.00301371,158.0
312,215.81118871,127.0
313,216.61936371000002,122.0
314,217.42753871,138.0
315,218.23571371,147.0
316,219.04388871,147.0
317,219.85206370999998,126.0
318,220.66023871,146.0
319,221.46841371,166.0
320,222.27658871,165.0
321,223.08476371,130.0
322,223.89293871,124.0
323,224.70111371000002,130.0
324,225.50928871000002,122.0
325,226.31746371000003,141.0
326,227.12563870999998,120.0
327,227.93381370999998,144.0
328,228.74198871,125.0
329,229.55016371,121.0
330,230.35833871,151.0
331,231.16651371,129.0
332,231.97468871,111.0
333,232.78286371000002,119.0
334,233.59103871000002,110.0
335,234.39921371000003,137.0
336,235.20738870999998,146.0
337,236.01556370999998,137.0
338,236.82373871,126.0
339,237.63191371,110.0
340,238.44008871,104.0
341,239.24826371,116.0
342,240.05643871,117.0
343,240.86461371000001,108.0
344,241.67278871000002,127.0
345,242.48096371000003,116.0
346,243.28913870999997,145.0
347,244.09731370999998,127.0
348,244.90548871,108.0
349,245.71366371,124.0
